url,title,description,h1,primary_keyword
https://www.flipkart.com/,"Online Shopping Site for Mobiles, Electronics, Furniture, Grocery, Lifestyle, Books & More. Best Offers!",No Description,Flipkart: The One-stop Shopping Destination,online shopping site
